date,label
2022-03-24,"Negative: 0, Neutral: 0, Positive: 158"
2022-03-23,"Negative: 0, Neutral: 0, Positive: 138"
2022-03-22,"Negative: 0, Neutral: 0, Positive: 145"
2022-03-21,"Negative: 0, Neutral: 0, Positive: 124"
2022-03-20,"Negative: 0, Neutral: 0, Positive: 42"
2022-03-19,"Negative: 0, Neutral: 0, Positive: 65"
2022-03-18,"Negative: 0, Neutral: 0, Positive: 101"
2022-03-17,"Negative: 0, Neutral: 0, Positive: 128"
2022-03-16,"Negative: 0, Neutral: 0, Positive: 128"
2022-03-15,"Negative: 0, Neutral: 0, Positive: 115"
2022-03-14,"Negative: 0, Neutral: 0, Positive: 128"
2022-03-13,"Negative: 0, Neutral: 0, Positive: 43"
2022-03-12,"Negative: 0, Neutral: 0, Positive: 62"
2022-03-11,"Negative: 0, Neutral: 0, Positive: 115"
2022-03-10,"Negative: 0, Neutral: 0, Positive: 122"
2022-03-09,"Negative: 0, Neutral: 0, Positive: 160"
2022-03-08,"Negative: 0, Neutral: 0, Positive: 150"
2022-03-07,"Negative: 0, Neutral: 0, Positive: 116"
2022-03-06,"Negative: 0, Neutral: 0, Positive: 53"
2022-03-05,"Negative: 1, Neutral: 0, Positive: 65"
2022-03-04,"Negative: 0, Neutral: 0, Positive: 136"
2022-03-03,"Negative: 0, Neutral: 0, Positive: 120"
2022-03-02,"Negative: 0, Neutral: 0, Positive: 134"
2022-03-01,"Negative: 0, Neutral: 0, Positive: 166"
2022-02-28,"Negative: 0, Neutral: 0, Positive: 152"
2022-02-27,"Negative: 0, Neutral: 0, Positive: 66"
2022-02-26,"Negative: 0, Neutral: 0, Positive: 85"
2022-02-25,"Negative: 1, Neutral: 0, Positive: 121"
2022-02-24,"Negative: 1, Neutral: 0, Positive: 140"
2022-02-23,"Negative: 1, Neutral: 0, Positive: 159"
2022-02-22,"Negative: 1, Neutral: 0, Positive: 172"
2022-02-21,"Negative: 0, Neutral: 0, Positive: 154"
2022-02-20,"Negative: 0, Neutral: 0, Positive: 62"
2022-02-19,"Negative: 0, Neutral: 0, Positive: 72"
2022-02-18,"Negative: 0, Neutral: 0, Positive: 137"
2022-02-17,"Negative: 1, Neutral: 0, Positive: 145"
2022-02-16,"Negative: 0, Neutral: 0, Positive: 139"
2022-02-15,"Negative: 1, Neutral: 0, Positive: 129"
2022-02-14,"Negative: 0, Neutral: 0, Positive: 103"
2022-02-13,"Negative: 0, Neutral: 0, Positive: 66"
2022-02-12,"Negative: 0, Neutral: 0, Positive: 71"
2022-02-11,"Negative: 0, Neutral: 0, Positive: 121"
2022-02-10,"Negative: 0, Neutral: 0, Positive: 153"
2022-02-09,"Negative: 1, Neutral: 0, Positive: 165"
2022-02-08,"Negative: 0, Neutral: 0, Positive: 165"
2022-02-07,"Negative: 0, Neutral: 0, Positive: 156"
2022-02-06,"Negative: 0, Neutral: 0, Positive: 73"
2022-02-05,"Negative: 0, Neutral: 0, Positive: 88"
2022-02-04,"Negative: 0, Neutral: 0, Positive: 127"
2022-02-03,"Negative: 0, Neutral: 0, Positive: 140"
2022-02-02,"Negative: 0, Neutral: 0, Positive: 176"
2022-02-01,"Negative: 1, Neutral: 0, Positive: 207"
2022-01-31,"Negative: 0, Neutral: 0, Positive: 129"
2022-01-30,"Negative: 0, Neutral: 0, Positive: 63"
2022-01-29,"Negative: 0, Neutral: 0, Positive: 86"
2022-01-28,"Negative: 0, Neutral: 0, Positive: 145"
2022-01-27,"Negative: 1, Neutral: 0, Positive: 113"
2022-01-26,"Negative: 1, Neutral: 0, Positive: 142"
2022-01-25,"Negative: 0, Neutral: 0, Positive: 139"
2022-01-24,"Negative: 0, Neutral: 0, Positive: 124"
2022-01-23,"Negative: 0, Neutral: 0, Positive: 60"
2022-01-22,"Negative: 0, Neutral: 0, Positive: 83"
2022-01-21,"Negative: 0, Neutral: 0, Positive: 153"
2022-01-20,"Negative: 0, Neutral: 0, Positive: 147"
2022-01-19,"Negative: 0, Neutral: 0, Positive: 128"
2022-01-18,"Negative: 0, Neutral: 0, Positive: 120"
2022-01-17,"Negative: 0, Neutral: 0, Positive: 111"
2022-01-16,"Negative: 0, Neutral: 0, Positive: 63"
2022-01-15,"Negative: 0, Neutral: 0, Positive: 84"
2022-01-14,"Negative: 0, Neutral: 0, Positive: 158"
2022-01-13,"Negative: 0, Neutral: 0, Positive: 131"
2022-01-12,"Negative: 2, Neutral: 0, Positive: 147"
2022-01-11,"Negative: 1, Neutral: 0, Positive: 140"
2022-01-10,"Negative: 0, Neutral: 0, Positive: 116"
2022-01-09,"Negative: 0, Neutral: 0, Positive: 56"
2022-01-08,"Negative: 0, Neutral: 0, Positive: 56"
2022-01-07,"Negative: 0, Neutral: 0, Positive: 138"
2022-01-06,"Negative: 0, Neutral: 0, Positive: 134"
2022-01-05,"Negative: 0, Neutral: 0, Positive: 140"
2022-01-04,"Negative: 0, Neutral: 0, Positive: 98"
2022-01-03,"Negative: 0, Neutral: 0, Positive: 139"
2022-01-02,"Negative: 0, Neutral: 0, Positive: 70"
2022-01-01,"Negative: 0, Neutral: 0, Positive: 54"
2021-12-31,"Negative: 0, Neutral: 0, Positive: 94"
2021-12-30,"Negative: 0, Neutral: 0, Positive: 101"
2021-12-29,"Negative: 0, Neutral: 0, Positive: 115"
2021-12-28,"Negative: 0, Neutral: 0, Positive: 92"
2021-12-27,"Negative: 0, Neutral: 0, Positive: 90"
2021-12-26,"Negative: 0, Neutral: 0, Positive: 54"
2021-12-25,"Negative: 0, Neutral: 0, Positive: 52"
2021-12-24,"Negative: 0, Neutral: 0, Positive: 92"
2021-12-23,"Negative: 0, Neutral: 0, Positive: 115"
2021-12-22,"Negative: 0, Neutral: 0, Positive: 102"
2021-12-21,"Negative: 0, Neutral: 0, Positive: 122"
2021-12-20,"Negative: 1, Neutral: 0, Positive: 81"
2021-12-19,"Negative: 1, Neutral: 0, Positive: 71"
2021-12-18,"Negative: 0, Neutral: 0, Positive: 69"
2021-12-17,"Negative: 1, Neutral: 0, Positive: 96"
2021-12-16,"Negative: 1, Neutral: 0, Positive: 126"
2021-12-15,"Negative: 0, Neutral: 0, Positive: 104"
2021-12-14,"Negative: 0, Neutral: 0, Positive: 110"
2021-12-13,"Negative: 0, Neutral: 0, Positive: 115"
2021-12-12,"Negative: 0, Neutral: 0, Positive: 73"
2021-12-11,"Negative: 0, Neutral: 0, Positive: 87"
2021-12-10,"Negative: 0, Neutral: 0, Positive: 137"
2021-12-09,"Negative: 0, Neutral: 0, Positive: 130"
2021-12-08,"Negative: 0, Neutral: 0, Positive: 144"
2021-12-07,"Negative: 1, Neutral: 0, Positive: 131"
2021-12-06,"Negative: 0, Neutral: 0, Positive: 142"
2021-12-05,"Negative: 0, Neutral: 0, Positive: 89"
2021-12-04,"Negative: 0, Neutral: 0, Positive: 133"
2021-12-03,"Negative: 0, Neutral: 0, Positive: 130"
2021-12-02,"Negative: 0, Neutral: 0, Positive: 117"
2021-12-01,"Negative: 0, Neutral: 0, Positive: 127"
2021-11-30,"Negative: 0, Neutral: 0, Positive: 123"
2021-11-29,"Negative: 0, Neutral: 0, Positive: 159"
2021-11-28,"Negative: 0, Neutral: 0, Positive: 75"
2021-11-27,"Negative: 0, Neutral: 0, Positive: 64"
2021-11-26,"Negative: 0, Neutral: 0, Positive: 157"
2021-11-25,"Negative: 0, Neutral: 0, Positive: 98"
2021-11-24,"Negative: 0, Neutral: 0, Positive: 131"
2021-11-23,"Negative: 0, Neutral: 0, Positive: 146"
2021-11-22,"Negative: 0, Neutral: 0, Positive: 144"
2021-11-21,"Negative: 0, Neutral: 0, Positive: 115"
2021-11-20,"Negative: 0, Neutral: 0, Positive: 74"
2021-11-19,"Negative: 0, Neutral: 0, Positive: 139"
2021-11-18,"Negative: 0, Neutral: 0, Positive: 179"
2021-11-17,"Negative: 1, Neutral: 0, Positive: 151"
2021-11-16,"Negative: 0, Neutral: 0, Positive: 153"
2021-11-15,"Negative: 0, Neutral: 0, Positive: 158"
2021-11-14,"Negative: 0, Neutral: 0, Positive: 115"
2021-11-13,"Negative: 0, Neutral: 0, Positive: 87"
2021-11-12,"Negative: 0, Neutral: 0, Positive: 125"
2021-11-11,"Negative: 0, Neutral: 0, Positive: 164"
2021-11-10,"Negative: 0, Neutral: 0, Positive: 155"
2021-11-09,"Negative: 0, Neutral: 0, Positive: 173"
2021-11-08,"Negative: 0, Neutral: 0, Positive: 156"
2021-11-07,"Negative: 0, Neutral: 0, Positive: 76"
2021-11-06,"Negative: 0, Neutral: 0, Positive: 59"
2021-11-05,"Negative: 0, Neutral: 0, Positive: 136"
2021-11-04,"Negative: 0, Neutral: 0, Positive: 152"
2021-11-03,"Negative: 0, Neutral: 0, Positive: 185"
2021-11-02,"Negative: 0, Neutral: 0, Positive: 167"
2021-11-01,"Negative: 0, Neutral: 0, Positive: 123"
2021-10-31,"Negative: 0, Neutral: 0, Positive: 109"
2021-10-30,"Negative: 0, Neutral: 0, Positive: 68"
2021-10-29,"Negative: 0, Neutral: 0, Positive: 161"
2021-10-28,"Negative: 0, Neutral: 0, Positive: 147"
2021-10-27,"Negative: 0, Neutral: 0, Positive: 122"
2021-10-26,"Negative: 0, Neutral: 0, Positive: 144"
2021-10-25,"Negative: 0, Neutral: 0, Positive: 141"
2021-10-24,"Negative: 0, Neutral: 0, Positive: 68"
2021-10-23,"Negative: 0, Neutral: 0, Positive: 76"
2021-10-22,"Negative: 0, Neutral: 0, Positive: 158"
2021-10-21,"Negative: 0, Neutral: 0, Positive: 198"
2021-10-20,"Negative: 0, Neutral: 0, Positive: 257"
2021-10-19,"Negative: 0, Neutral: 0, Positive: 285"
2021-10-18,"Negative: 0, Neutral: 0, Positive: 177"
2021-10-17,"Negative: 1, Neutral: 0, Positive: 77"
2021-10-16,"Negative: 0, Neutral: 0, Positive: 105"
2021-10-15,"Negative: 1, Neutral: 0, Positive: 254"
2021-10-14,"Negative: 0, Neutral: 0, Positive: 193"
2021-10-13,"Negative: 0, Neutral: 0, Positive: 143"
2021-10-12,"Negative: 0, Neutral: 0, Positive: 144"
2021-10-11,"Negative: 0, Neutral: 0, Positive: 157"
2021-10-10,"Negative: 0, Neutral: 0, Positive: 83"
2021-10-09,"Negative: 0, Neutral: 0, Positive: 87"
2021-10-08,"Negative: 0, Neutral: 0, Positive: 125"
2021-10-07,"Negative: 0, Neutral: 0, Positive: 126"
2021-10-06,"Negative: 1, Neutral: 0, Positive: 182"
2021-10-05,"Negative: 0, Neutral: 0, Positive: 172"
2021-10-04,"Negative: 0, Neutral: 0, Positive: 130"
2021-10-03,"Negative: 0, Neutral: 0, Positive: 55"
2021-10-02,"Negative: 0, Neutral: 0, Positive: 70"
2021-10-01,"Negative: 0, Neutral: 0, Positive: 145"
2021-09-30,"Negative: 0, Neutral: 0, Positive: 121"
2021-09-29,"Negative: 0, Neutral: 0, Positive: 130"
2021-09-28,"Negative: 0, Neutral: 0, Positive: 112"
2021-09-27,"Negative: 0, Neutral: 0, Positive: 123"
2021-09-26,"Negative: 0, Neutral: 0, Positive: 71"
2021-09-25,"Negative: 0, Neutral: 0, Positive: 81"
2021-09-24,"Negative: 1, Neutral: 0, Positive: 172"
2021-09-23,"Negative: 1, Neutral: 0, Positive: 158"
2021-09-22,"Negative: 1, Neutral: 0, Positive: 115"
2021-09-21,"Negative: 0, Neutral: 0, Positive: 134"
2021-09-20,"Negative: 0, Neutral: 0, Positive: 123"
2021-09-19,"Negative: 1, Neutral: 0, Positive: 56"
2021-09-18,"Negative: 0, Neutral: 0, Positive: 71"
2021-09-17,"Negative: 0, Neutral: 0, Positive: 111"
2021-09-16,"Negative: 1, Neutral: 0, Positive: 120"
2021-09-15,"Negative: 0, Neutral: 0, Positive: 143"
2021-09-14,"Negative: 0, Neutral: 0, Positive: 141"
2021-09-13,"Negative: 1, Neutral: 0, Positive: 123"
2021-09-12,"Negative: 0, Neutral: 0, Positive: 53"
2021-09-11,"Negative: 0, Neutral: 0, Positive: 55"
2021-09-10,"Negative: 0, Neutral: 0, Positive: 139"
2021-09-09,"Negative: 0, Neutral: 0, Positive: 135"
2021-09-08,"Negative: 1, Neutral: 0, Positive: 171"
2021-09-07,"Negative: 0, Neutral: 0, Positive: 215"
2021-09-06,"Negative: 1, Neutral: 0, Positive: 104"
2021-09-05,"Negative: 0, Neutral: 0, Positive: 74"
2021-09-04,"Negative: 0, Neutral: 0, Positive: 79"
2021-09-03,"Negative: 0, Neutral: 0, Positive: 138"
2021-09-02,"Negative: 0, Neutral: 0, Positive: 138"
2021-09-01,"Negative: 0, Neutral: 0, Positive: 131"
2021-08-31,"Negative: 0, Neutral: 0, Positive: 104"
2021-08-30,"Negative: 0, Neutral: 0, Positive: 96"
2021-08-29,"Negative: 0, Neutral: 0, Positive: 41"
2021-08-28,"Negative: 0, Neutral: 0, Positive: 91"
2021-08-27,"Negative: 0, Neutral: 0, Positive: 95"
2021-08-26,"Negative: 0, Neutral: 0, Positive: 114"
2021-08-25,"Negative: 0, Neutral: 0, Positive: 148"
2021-08-24,"Negative: 0, Neutral: 0, Positive: 151"
2021-08-23,"Negative: 2, Neutral: 0, Positive: 142"
2021-08-22,"Negative: 0, Neutral: 0, Positive: 40"
2021-08-21,"Negative: 0, Neutral: 0, Positive: 47"
2021-08-20,"Negative: 0, Neutral: 0, Positive: 129"
2021-08-19,"Negative: 0, Neutral: 0, Positive: 120"
2021-08-18,"Negative: 1, Neutral: 0, Positive: 126"
2021-08-17,"Negative: 0, Neutral: 0, Positive: 130"
2021-08-16,"Negative: 0, Neutral: 0, Positive: 112"
2021-08-15,"Negative: 0, Neutral: 0, Positive: 74"
2021-08-14,"Negative: 0, Neutral: 0, Positive: 81"
2021-08-13,"Negative: 0, Neutral: 0, Positive: 137"
2021-08-12,"Negative: 0, Neutral: 0, Positive: 129"
2021-08-11,"Negative: 0, Neutral: 0, Positive: 158"
2021-08-10,"Negative: 0, Neutral: 0, Positive: 160"
2021-08-09,"Negative: 0, Neutral: 0, Positive: 172"
2021-08-08,"Negative: 0, Neutral: 0, Positive: 62"
2021-08-07,"Negative: 0, Neutral: 0, Positive: 82"
2021-08-06,"Negative: 0, Neutral: 0, Positive: 168"
2021-08-05,"Negative: 1, Neutral: 0, Positive: 167"
2021-08-04,"Negative: 2, Neutral: 0, Positive: 157"
2021-08-03,"Negative: 0, Neutral: 0, Positive: 153"
2021-08-02,"Negative: 0, Neutral: 0, Positive: 143"
2021-08-01,"Negative: 0, Neutral: 0, Positive: 95"
2021-07-31,"Negative: 0, Neutral: 0, Positive: 69"
2021-07-30,"Negative: 0, Neutral: 0, Positive: 160"
2021-07-29,"Negative: 0, Neutral: 0, Positive: 163"
2021-07-28,"Negative: 0, Neutral: 0, Positive: 217"
2021-07-27,"Negative: 0, Neutral: 0, Positive: 136"
2021-07-26,"Negative: 1, Neutral: 0, Positive: 159"
2021-07-25,"Negative: 0, Neutral: 0, Positive: 61"
2021-07-24,"Negative: 0, Neutral: 0, Positive: 68"
2021-07-23,"Negative: 0, Neutral: 0, Positive: 109"
2021-07-22,"Negative: 0, Neutral: 0, Positive: 125"
2021-07-21,"Negative: 0, Neutral: 0, Positive: 186"
2021-07-20,"Negative: 0, Neutral: 0, Positive: 127"
2021-07-19,"Negative: 0, Neutral: 0, Positive: 102"
2021-07-18,"Negative: 0, Neutral: 0, Positive: 57"
2021-07-17,"Negative: 0, Neutral: 0, Positive: 68"
2021-07-16,"Negative: 0, Neutral: 0, Positive: 115"
2021-07-15,"Negative: 1, Neutral: 0, Positive: 103"
2021-07-14,"Negative: 0, Neutral: 0, Positive: 119"
2021-07-13,"Negative: 1, Neutral: 0, Positive: 135"
2021-07-12,"Negative: 0, Neutral: 0, Positive: 99"
2021-07-11,"Negative: 0, Neutral: 0, Positive: 48"
2021-07-10,"Negative: 0, Neutral: 0, Positive: 53"
2021-07-09,"Negative: 1, Neutral: 0, Positive: 96"
2021-07-08,"Negative: 0, Neutral: 0, Positive: 113"
2021-07-07,"Negative: 0, Neutral: 0, Positive: 128"
2021-07-06,"Negative: 0, Neutral: 0, Positive: 103"
2021-07-05,"Negative: 0, Neutral: 0, Positive: 57"
2021-07-04,"Negative: 0, Neutral: 0, Positive: 60"
2021-07-03,"Negative: 0, Neutral: 0, Positive: 59"
2021-07-02,"Negative: 0, Neutral: 0, Positive: 102"
2021-07-01,"Negative: 0, Neutral: 0, Positive: 122"
2021-06-30,"Negative: 0, Neutral: 0, Positive: 148"
2021-06-29,"Negative: 0, Neutral: 0, Positive: 135"
2021-06-28,"Negative: 0, Neutral: 0, Positive: 124"
2021-06-27,"Negative: 0, Neutral: 0, Positive: 69"
2021-06-26,"Negative: 0, Neutral: 0, Positive: 88"
2021-06-25,"Negative: 0, Neutral: 0, Positive: 197"
2021-06-24,"Negative: 0, Neutral: 0, Positive: 150"
2021-06-23,"Negative: 0, Neutral: 0, Positive: 136"
2021-06-22,"Negative: 1, Neutral: 0, Positive: 180"
2021-06-21,"Negative: 0, Neutral: 0, Positive: 151"
2021-06-20,"Negative: 0, Neutral: 0, Positive: 81"
2021-06-19,"Negative: 0, Neutral: 0, Positive: 106"
2021-06-18,"Negative: 1, Neutral: 0, Positive: 127"
2021-06-17,"Negative: 1, Neutral: 0, Positive: 132"
2021-06-16,"Negative: 0, Neutral: 0, Positive: 141"
2021-06-15,"Negative: 0, Neutral: 0, Positive: 160"
2021-06-14,"Negative: 0, Neutral: 0, Positive: 147"
2021-06-13,"Negative: 1, Neutral: 0, Positive: 83"
2021-06-12,"Negative: 1, Neutral: 0, Positive: 94"
2021-06-11,"Negative: 0, Neutral: 0, Positive: 180"
2021-06-10,"Negative: 0, Neutral: 0, Positive: 224"
2021-06-09,"Negative: 1, Neutral: 0, Positive: 295"
2021-06-08,"Negative: 1, Neutral: 0, Positive: 182"
2021-06-07,"Negative: 0, Neutral: 0, Positive: 181"
2021-06-06,"Negative: 0, Neutral: 0, Positive: 116"
2021-06-05,"Negative: 2, Neutral: 0, Positive: 145"
2021-06-04,"Negative: 0, Neutral: 0, Positive: 159"
2021-06-03,"Negative: 1, Neutral: 0, Positive: 119"
2021-06-02,"Negative: 0, Neutral: 0, Positive: 131"
2021-06-01,"Negative: 0, Neutral: 0, Positive: 108"
2021-05-31,"Negative: 0, Neutral: 0, Positive: 105"
2021-05-30,"Negative: 1, Neutral: 0, Positive: 64"
2021-05-29,"Negative: 0, Neutral: 0, Positive: 80"
2021-05-28,"Negative: 0, Neutral: 0, Positive: 144"
2021-05-27,"Negative: 1, Neutral: 0, Positive: 157"
2021-05-26,"Negative: 0, Neutral: 0, Positive: 174"
2021-05-25,"Negative: 0, Neutral: 0, Positive: 138"
2021-05-24,"Negative: 0, Neutral: 0, Positive: 163"
2021-05-23,"Negative: 0, Neutral: 0, Positive: 88"
2021-05-22,"Negative: 0, Neutral: 0, Positive: 116"
2021-05-21,"Negative: 0, Neutral: 0, Positive: 215"
2021-05-20,"Negative: 0, Neutral: 0, Positive: 210"
2021-05-19,"Negative: 0, Neutral: 0, Positive: 260"
2021-05-18,"Negative: 0, Neutral: 0, Positive: 156"
2021-05-17,"Negative: 0, Neutral: 0, Positive: 195"
2021-05-16,"Negative: 0, Neutral: 0, Positive: 77"
2021-05-15,"Negative: 0, Neutral: 0, Positive: 65"
2021-05-14,"Negative: 0, Neutral: 0, Positive: 127"
2021-05-13,"Negative: 1, Neutral: 0, Positive: 243"
2021-05-12,"Negative: 0, Neutral: 0, Positive: 152"
2021-05-11,"Negative: 0, Neutral: 0, Positive: 106"
2021-05-10,"Negative: 0, Neutral: 0, Positive: 118"
2021-05-09,"Negative: 0, Neutral: 0, Positive: 59"
2021-05-08,"Negative: 0, Neutral: 0, Positive: 53"
2021-05-07,"Negative: 0, Neutral: 0, Positive: 134"
2021-05-06,"Negative: 1, Neutral: 0, Positive: 159"
2021-05-05,"Negative: 0, Neutral: 0, Positive: 137"
2021-05-04,"Negative: 0, Neutral: 0, Positive: 150"
2021-05-03,"Negative: 0, Neutral: 0, Positive: 139"
2021-05-02,"Negative: 0, Neutral: 0, Positive: 62"
2021-05-01,"Negative: 0, Neutral: 0, Positive: 90"
2021-04-30,"Negative: 0, Neutral: 0, Positive: 126"
2021-04-29,"Negative: 1, Neutral: 0, Positive: 152"
2021-04-28,"Negative: 1, Neutral: 0, Positive: 126"
2021-04-27,"Negative: 0, Neutral: 0, Positive: 162"
2021-04-26,"Negative: 0, Neutral: 0, Positive: 187"
2021-04-25,"Negative: 0, Neutral: 0, Positive: 73"
2021-04-24,"Negative: 0, Neutral: 0, Positive: 83"
2021-04-23,"Negative: 0, Neutral: 0, Positive: 202"
2021-04-22,"Negative: 0, Neutral: 0, Positive: 167"
2021-04-21,"Negative: 0, Neutral: 0, Positive: 154"
2021-04-20,"Negative: 0, Neutral: 0, Positive: 201"
2021-04-19,"Negative: 0, Neutral: 0, Positive: 168"
2021-04-18,"Negative: 2, Neutral: 0, Positive: 103"
2021-04-17,"Negative: 0, Neutral: 0, Positive: 75"
2021-04-16,"Negative: 0, Neutral: 0, Positive: 144"
2021-04-15,"Negative: 1, Neutral: 0, Positive: 171"
2021-04-14,"Negative: 0, Neutral: 0, Positive: 286"
2021-04-13,"Negative: 0, Neutral: 0, Positive: 234"
2021-04-12,"Negative: 0, Neutral: 0, Positive: 167"
2021-04-11,"Negative: 0, Neutral: 0, Positive: 85"
2021-04-10,"Negative: 0, Neutral: 0, Positive: 109"
2021-04-09,"Negative: 0, Neutral: 0, Positive: 169"
2021-04-08,"Negative: 0, Neutral: 0, Positive: 163"
2021-04-07,"Negative: 1, Neutral: 0, Positive: 144"
2021-04-06,"Negative: 0, Neutral: 0, Positive: 149"
2021-04-05,"Negative: 2, Neutral: 0, Positive: 156"
2021-04-04,"Negative: 0, Neutral: 0, Positive: 73"
2021-04-03,"Negative: 0, Neutral: 0, Positive: 116"
2021-04-02,"Negative: 0, Neutral: 0, Positive: 146"
2021-04-01,"Negative: 0, Neutral: 0, Positive: 166"
2021-03-31,"Negative: 0, Neutral: 0, Positive: 199"
2021-03-30,"Negative: 0, Neutral: 0, Positive: 174"
2021-03-29,"Negative: 0, Neutral: 0, Positive: 167"
2021-03-28,"Negative: 0, Neutral: 0, Positive: 73"
2021-03-27,"Negative: 0, Neutral: 0, Positive: 81"
2021-03-26,"Negative: 0, Neutral: 0, Positive: 181"
2021-03-25,"Negative: 0, Neutral: 0, Positive: 187"
2021-03-24,"Negative: 0, Neutral: 0, Positive: 187"
2021-03-23,"Negative: 0, Neutral: 0, Positive: 164"
2021-03-22,"Negative: 0, Neutral: 0, Positive: 139"
2021-03-21,"Negative: 1, Neutral: 0, Positive: 74"
2021-03-20,"Negative: 0, Neutral: 0, Positive: 85"
2021-03-19,"Negative: 1, Neutral: 0, Positive: 149"
2021-03-18,"Negative: 0, Neutral: 0, Positive: 139"
2021-03-17,"Negative: 1, Neutral: 0, Positive: 164"
2021-03-16,"Negative: 1, Neutral: 0, Positive: 123"
2021-03-15,"Negative: 0, Neutral: 0, Positive: 161"
2021-03-14,"Negative: 0, Neutral: 0, Positive: 94"
2021-03-13,"Negative: 0, Neutral: 0, Positive: 172"
2021-03-12,"Negative: 0, Neutral: 0, Positive: 173"
2021-03-11,"Negative: 0, Neutral: 0, Positive: 162"
2021-03-10,"Negative: 0, Neutral: 0, Positive: 181"
2021-03-09,"Negative: 1, Neutral: 0, Positive: 187"
2021-03-08,"Negative: 1, Neutral: 0, Positive: 147"
2021-03-07,"Negative: 0, Neutral: 0, Positive: 95"
2021-03-06,"Negative: 0, Neutral: 0, Positive: 100"
2021-03-05,"Negative: 0, Neutral: 0, Positive: 154"
2021-03-04,"Negative: 0, Neutral: 0, Positive: 153"
2021-03-03,"Negative: 0, Neutral: 0, Positive: 131"
2021-03-02,"Negative: 0, Neutral: 0, Positive: 163"
2021-03-01,"Negative: 0, Neutral: 0, Positive: 178"
2021-02-28,"Negative: 0, Neutral: 0, Positive: 81"
2021-02-27,"Negative: 0, Neutral: 0, Positive: 98"
2021-02-26,"Negative: 0, Neutral: 0, Positive: 198"
2021-02-25,"Negative: 1, Neutral: 0, Positive: 188"
2021-02-24,"Negative: 0, Neutral: 0, Positive: 197"
2021-02-23,"Negative: 0, Neutral: 0, Positive: 216"
2021-02-22,"Negative: 0, Neutral: 0, Positive: 171"
2021-02-21,"Negative: 0, Neutral: 0, Positive: 177"
2021-02-20,"Negative: 0, Neutral: 0, Positive: 170"
2021-02-19,"Negative: 1, Neutral: 0, Positive: 257"
2021-02-18,"Negative: 0, Neutral: 0, Positive: 158"
2021-02-17,"Negative: 1, Neutral: 0, Positive: 256"
2021-02-16,"Negative: 0, Neutral: 0, Positive: 230"
2021-02-15,"Negative: 0, Neutral: 0, Positive: 150"
2021-02-14,"Negative: 0, Neutral: 0, Positive: 136"
2021-02-13,"Negative: 0, Neutral: 0, Positive: 130"
2021-02-12,"Negative: 0, Neutral: 0, Positive: 229"
2021-02-11,"Negative: 1, Neutral: 0, Positive: 212"
2021-02-10,"Negative: 0, Neutral: 0, Positive: 228"
2021-02-09,"Negative: 0, Neutral: 0, Positive: 284"
2021-02-08,"Negative: 3, Neutral: 0, Positive: 318"
2021-02-07,"Negative: 0, Neutral: 0, Positive: 97"
2021-02-06,"Negative: 0, Neutral: 0, Positive: 120"
2021-02-05,"Negative: 0, Neutral: 0, Positive: 143"
2021-02-04,"Negative: 0, Neutral: 0, Positive: 218"
2021-02-03,"Negative: 0, Neutral: 0, Positive: 165"
2021-02-02,"Negative: 0, Neutral: 0, Positive: 136"
2021-02-01,"Negative: 0, Neutral: 0, Positive: 134"
2021-01-31,"Negative: 0, Neutral: 0, Positive: 90"
2021-01-30,"Negative: 0, Neutral: 0, Positive: 111"
2021-01-29,"Negative: 0, Neutral: 0, Positive: 244"
2021-01-28,"Negative: 0, Neutral: 0, Positive: 150"
2021-01-27,"Negative: 0, Neutral: 0, Positive: 157"
2021-01-26,"Negative: 0, Neutral: 0, Positive: 159"
2021-01-25,"Negative: 0, Neutral: 0, Positive: 129"
2021-01-24,"Negative: 0, Neutral: 0, Positive: 77"
2021-01-23,"Negative: 0, Neutral: 0, Positive: 82"
2021-01-22,"Negative: 0, Neutral: 0, Positive: 143"
2021-01-21,"Negative: 0, Neutral: 0, Positive: 160"
2021-01-20,"Negative: 0, Neutral: 0, Positive: 116"
2021-01-19,"Negative: 0, Neutral: 0, Positive: 137"
2021-01-18,"Negative: 0, Neutral: 0, Positive: 121"
2021-01-17,"Negative: 0, Neutral: 0, Positive: 70"
2021-01-16,"Negative: 0, Neutral: 0, Positive: 91"
2021-01-15,"Negative: 0, Neutral: 0, Positive: 140"
2021-01-14,"Negative: 1, Neutral: 0, Positive: 185"
2021-01-13,"Negative: 0, Neutral: 0, Positive: 149"
2021-01-12,"Negative: 0, Neutral: 0, Positive: 122"
2021-01-11,"Negative: 0, Neutral: 0, Positive: 140"
2021-01-10,"Negative: 0, Neutral: 0, Positive: 101"
2021-01-09,"Negative: 0, Neutral: 0, Positive: 124"
2021-01-08,"Negative: 0, Neutral: 0, Positive: 264"
2021-01-07,"Negative: 0, Neutral: 0, Positive: 297"
2021-01-06,"Negative: 1, Neutral: 0, Positive: 222"
2021-01-05,"Negative: 0, Neutral: 0, Positive: 184"
2021-01-04,"Negative: 0, Neutral: 0, Positive: 188"
2021-01-03,"Negative: 0, Neutral: 0, Positive: 183"
2021-01-02,"Negative: 0, Neutral: 0, Positive: 254"
2021-01-01,"Negative: 0, Neutral: 0, Positive: 125"
2020-12-31,"Negative: 0, Neutral: 0, Positive: 181"
2020-12-30,"Negative: 0, Neutral: 0, Positive: 157"
2020-12-29,"Negative: 0, Neutral: 0, Positive: 136"
