date,label
2022-03-24,"Negative: 0, Neutral: 157, Positive: 1"
2022-03-23,"Negative: 0, Neutral: 147, Positive: 0"
2022-03-22,"Negative: 0, Neutral: 147, Positive: 0"
2022-03-21,"Negative: 0, Neutral: 121, Positive: 2"
2022-03-20,"Negative: 0, Neutral: 43, Positive: 0"
2022-03-19,"Negative: 0, Neutral: 62, Positive: 0"
2022-03-18,"Negative: 0, Neutral: 104, Positive: 0"
2022-03-17,"Negative: 0, Neutral: 120, Positive: 1"
2022-03-16,"Negative: 0, Neutral: 136, Positive: 0"
2022-03-15,"Negative: 0, Neutral: 115, Positive: 0"
2022-03-14,"Negative: 0, Neutral: 128, Positive: 0"
2022-03-13,"Negative: 0, Neutral: 44, Positive: 0"
2022-03-12,"Negative: 0, Neutral: 60, Positive: 0"
2022-03-11,"Negative: 0, Neutral: 114, Positive: 0"
2022-03-10,"Negative: 0, Neutral: 124, Positive: 0"
2022-03-09,"Negative: 0, Neutral: 159, Positive: 0"
2022-03-08,"Negative: 0, Neutral: 149, Positive: 0"
2022-03-07,"Negative: 0, Neutral: 119, Positive: 0"
2022-03-06,"Negative: 1, Neutral: 52, Positive: 0"
2022-03-05,"Negative: 0, Neutral: 65, Positive: 0"
2022-03-04,"Negative: 0, Neutral: 132, Positive: 0"
2022-03-03,"Negative: 0, Neutral: 122, Positive: 0"
2022-03-02,"Negative: 0, Neutral: 130, Positive: 0"
2022-03-01,"Negative: 0, Neutral: 164, Positive: 2"
2022-02-28,"Negative: 0, Neutral: 156, Positive: 0"
2022-02-27,"Negative: 0, Neutral: 67, Positive: 0"
2022-02-26,"Negative: 0, Neutral: 83, Positive: 0"
2022-02-25,"Negative: 0, Neutral: 120, Positive: 1"
2022-02-24,"Negative: 0, Neutral: 140, Positive: 2"
2022-02-23,"Negative: 0, Neutral: 158, Positive: 0"
2022-02-22,"Negative: 0, Neutral: 178, Positive: 0"
2022-02-21,"Negative: 0, Neutral: 149, Positive: 1"
2022-02-20,"Negative: 0, Neutral: 62, Positive: 0"
2022-02-19,"Negative: 0, Neutral: 71, Positive: 0"
2022-02-18,"Negative: 0, Neutral: 139, Positive: 0"
2022-02-17,"Negative: 0, Neutral: 145, Positive: 0"
2022-02-16,"Negative: 0, Neutral: 141, Positive: 0"
2022-02-15,"Negative: 0, Neutral: 130, Positive: 2"
2022-02-14,"Negative: 0, Neutral: 100, Positive: 0"
2022-02-13,"Negative: 0, Neutral: 69, Positive: 0"
2022-02-12,"Negative: 0, Neutral: 67, Positive: 1"
2022-02-11,"Negative: 0, Neutral: 122, Positive: 1"
2022-02-10,"Negative: 0, Neutral: 144, Positive: 0"
2022-02-09,"Negative: 1, Neutral: 170, Positive: 1"
2022-02-08,"Negative: 0, Neutral: 165, Positive: 0"
2022-02-07,"Negative: 1, Neutral: 153, Positive: 1"
2022-02-06,"Negative: 0, Neutral: 75, Positive: 1"
2022-02-05,"Negative: 0, Neutral: 82, Positive: 1"
2022-02-04,"Negative: 0, Neutral: 132, Positive: 2"
2022-02-03,"Negative: 0, Neutral: 138, Positive: 0"
2022-02-02,"Negative: 0, Neutral: 173, Positive: 0"
2022-02-01,"Negative: 0, Neutral: 210, Positive: 1"
2022-01-31,"Negative: 0, Neutral: 133, Positive: 0"
2022-01-30,"Negative: 0, Neutral: 60, Positive: 2"
2022-01-29,"Negative: 0, Neutral: 84, Positive: 0"
2022-01-28,"Negative: 0, Neutral: 139, Positive: 0"
2022-01-27,"Negative: 0, Neutral: 118, Positive: 0"
2022-01-26,"Negative: 0, Neutral: 141, Positive: 1"
2022-01-25,"Negative: 0, Neutral: 137, Positive: 0"
2022-01-24,"Negative: 0, Neutral: 126, Positive: 2"
2022-01-23,"Negative: 0, Neutral: 61, Positive: 0"
2022-01-22,"Negative: 1, Neutral: 82, Positive: 0"
2022-01-21,"Negative: 1, Neutral: 149, Positive: 0"
2022-01-20,"Negative: 0, Neutral: 149, Positive: 2"
2022-01-19,"Negative: 2, Neutral: 126, Positive: 1"
2022-01-18,"Negative: 0, Neutral: 118, Positive: 0"
2022-01-17,"Negative: 0, Neutral: 114, Positive: 0"
2022-01-16,"Negative: 0, Neutral: 60, Positive: 1"
2022-01-15,"Negative: 0, Neutral: 76, Positive: 1"
2022-01-14,"Negative: 0, Neutral: 154, Positive: 0"
2022-01-13,"Negative: 1, Neutral: 136, Positive: 1"
2022-01-12,"Negative: 0, Neutral: 149, Positive: 0"
2022-01-11,"Negative: 0, Neutral: 138, Positive: 1"
2022-01-10,"Negative: 0, Neutral: 122, Positive: 0"
2022-01-09,"Negative: 0, Neutral: 53, Positive: 0"
2022-01-08,"Negative: 0, Neutral: 57, Positive: 2"
2022-01-07,"Negative: 0, Neutral: 128, Positive: 5"
2022-01-06,"Negative: 0, Neutral: 138, Positive: 0"
2022-01-05,"Negative: 0, Neutral: 136, Positive: 0"
2022-01-04,"Negative: 0, Neutral: 97, Positive: 4"
2022-01-03,"Negative: 0, Neutral: 136, Positive: 4"
2022-01-02,"Negative: 0, Neutral: 72, Positive: 0"
2022-01-01,"Negative: 0, Neutral: 52, Positive: 1"
2021-12-31,"Negative: 1, Neutral: 87, Positive: 2"
2021-12-30,"Negative: 0, Neutral: 104, Positive: 0"
2021-12-29,"Negative: 0, Neutral: 110, Positive: 2"
2021-12-28,"Negative: 0, Neutral: 94, Positive: 0"
2021-12-27,"Negative: 0, Neutral: 92, Positive: 1"
2021-12-26,"Negative: 1, Neutral: 53, Positive: 0"
2021-12-25,"Negative: 0, Neutral: 48, Positive: 2"
2021-12-24,"Negative: 0, Neutral: 87, Positive: 3"
2021-12-23,"Negative: 0, Neutral: 117, Positive: 2"
2021-12-22,"Negative: 0, Neutral: 100, Positive: 0"
2021-12-21,"Negative: 0, Neutral: 117, Positive: 1"
2021-12-20,"Negative: 0, Neutral: 84, Positive: 2"
2021-12-19,"Negative: 2, Neutral: 68, Positive: 2"
2021-12-18,"Negative: 1, Neutral: 65, Positive: 0"
2021-12-17,"Negative: 0, Neutral: 101, Positive: 0"
2021-12-16,"Negative: 0, Neutral: 125, Positive: 1"
2021-12-15,"Negative: 3, Neutral: 102, Positive: 0"
2021-12-14,"Negative: 0, Neutral: 106, Positive: 0"
2021-12-13,"Negative: 0, Neutral: 118, Positive: 0"
2021-12-12,"Negative: 0, Neutral: 72, Positive: 1"
2021-12-11,"Negative: 0, Neutral: 84, Positive: 1"
2021-12-10,"Negative: 0, Neutral: 137, Positive: 0"
2021-12-09,"Negative: 0, Neutral: 124, Positive: 1"
2021-12-08,"Negative: 0, Neutral: 146, Positive: 1"
2021-12-07,"Negative: 0, Neutral: 134, Positive: 1"
2021-12-06,"Negative: 0, Neutral: 142, Positive: 0"
2021-12-05,"Negative: 0, Neutral: 86, Positive: 1"
2021-12-04,"Negative: 1, Neutral: 128, Positive: 3"
2021-12-03,"Negative: 1, Neutral: 131, Positive: 1"
2021-12-02,"Negative: 0, Neutral: 116, Positive: 0"
2021-12-01,"Negative: 0, Neutral: 129, Positive: 1"
2021-11-30,"Negative: 0, Neutral: 122, Positive: 2"
2021-11-29,"Negative: 0, Neutral: 152, Positive: 1"
2021-11-28,"Negative: 0, Neutral: 78, Positive: 2"
2021-11-27,"Negative: 0, Neutral: 61, Positive: 1"
2021-11-26,"Negative: 0, Neutral: 155, Positive: 1"
2021-11-25,"Negative: 0, Neutral: 94, Positive: 0"
2021-11-24,"Negative: 0, Neutral: 133, Positive: 1"
2021-11-23,"Negative: 0, Neutral: 144, Positive: 1"
2021-11-22,"Negative: 0, Neutral: 149, Positive: 0"
2021-11-21,"Negative: 0, Neutral: 112, Positive: 0"
2021-11-20,"Negative: 0, Neutral: 73, Positive: 0"
2021-11-19,"Negative: 0, Neutral: 141, Positive: 0"
2021-11-18,"Negative: 0, Neutral: 176, Positive: 1"
2021-11-17,"Negative: 1, Neutral: 150, Positive: 0"
2021-11-16,"Negative: 1, Neutral: 153, Positive: 2"
2021-11-15,"Negative: 0, Neutral: 157, Positive: 0"
2021-11-14,"Negative: 0, Neutral: 114, Positive: 1"
2021-11-13,"Negative: 0, Neutral: 85, Positive: 1"
2021-11-12,"Negative: 1, Neutral: 125, Positive: 0"
2021-11-11,"Negative: 0, Neutral: 158, Positive: 0"
2021-11-10,"Negative: 0, Neutral: 163, Positive: 0"
2021-11-09,"Negative: 0, Neutral: 153, Positive: 1"
2021-11-08,"Negative: 0, Neutral: 171, Positive: 2"
2021-11-07,"Negative: 0, Neutral: 78, Positive: 1"
2021-11-06,"Negative: 0, Neutral: 57, Positive: 2"
2021-11-05,"Negative: 0, Neutral: 134, Positive: 0"
2021-11-04,"Negative: 1, Neutral: 150, Positive: 1"
2021-11-03,"Negative: 1, Neutral: 180, Positive: 0"
2021-11-02,"Negative: 0, Neutral: 165, Positive: 3"
2021-11-01,"Negative: 0, Neutral: 127, Positive: 2"
2021-10-31,"Negative: 1, Neutral: 104, Positive: 0"
2021-10-30,"Negative: 0, Neutral: 67, Positive: 0"
2021-10-29,"Negative: 0, Neutral: 162, Positive: 0"
2021-10-28,"Negative: 0, Neutral: 146, Positive: 2"
2021-10-27,"Negative: 0, Neutral: 124, Positive: 0"
2021-10-26,"Negative: 0, Neutral: 137, Positive: 2"
2021-10-25,"Negative: 0, Neutral: 144, Positive: 1"
2021-10-24,"Negative: 0, Neutral: 70, Positive: 0"
2021-10-23,"Negative: 0, Neutral: 72, Positive: 1"
2021-10-22,"Negative: 0, Neutral: 153, Positive: 3"
2021-10-21,"Negative: 1, Neutral: 194, Positive: 1"
2021-10-20,"Negative: 0, Neutral: 257, Positive: 2"
2021-10-19,"Negative: 0, Neutral: 287, Positive: 1"
2021-10-18,"Negative: 0, Neutral: 175, Positive: 0"
2021-10-17,"Negative: 0, Neutral: 79, Positive: 1"
2021-10-16,"Negative: 0, Neutral: 102, Positive: 1"
2021-10-15,"Negative: 0, Neutral: 254, Positive: 1"
2021-10-14,"Negative: 0, Neutral: 192, Positive: 1"
2021-10-13,"Negative: 0, Neutral: 143, Positive: 0"
2021-10-12,"Negative: 0, Neutral: 146, Positive: 0"
2021-10-11,"Negative: 0, Neutral: 158, Positive: 0"
2021-10-10,"Negative: 0, Neutral: 80, Positive: 1"
2021-10-09,"Negative: 0, Neutral: 88, Positive: 0"
2021-10-08,"Negative: 0, Neutral: 124, Positive: 0"
2021-10-07,"Negative: 0, Neutral: 127, Positive: 0"
2021-10-06,"Negative: 0, Neutral: 179, Positive: 3"
2021-10-05,"Negative: 0, Neutral: 172, Positive: 1"
2021-10-04,"Negative: 1, Neutral: 132, Positive: 0"
2021-10-03,"Negative: 0, Neutral: 55, Positive: 0"
2021-10-02,"Negative: 0, Neutral: 67, Positive: 0"
2021-10-01,"Negative: 0, Neutral: 141, Positive: 0"
2021-09-30,"Negative: 0, Neutral: 123, Positive: 0"
2021-09-29,"Negative: 0, Neutral: 132, Positive: 1"
2021-09-28,"Negative: 0, Neutral: 111, Positive: 0"
2021-09-27,"Negative: 0, Neutral: 122, Positive: 0"
2021-09-26,"Negative: 0, Neutral: 72, Positive: 1"
2021-09-25,"Negative: 0, Neutral: 80, Positive: 0"
2021-09-24,"Negative: 3, Neutral: 164, Positive: 2"
2021-09-23,"Negative: 1, Neutral: 161, Positive: 1"
2021-09-22,"Negative: 0, Neutral: 115, Positive: 0"
2021-09-21,"Negative: 0, Neutral: 131, Positive: 0"
2021-09-20,"Negative: 0, Neutral: 127, Positive: 0"
2021-09-19,"Negative: 0, Neutral: 58, Positive: 1"
2021-09-18,"Negative: 0, Neutral: 62, Positive: 3"
2021-09-17,"Negative: 0, Neutral: 117, Positive: 1"
2021-09-16,"Negative: 0, Neutral: 114, Positive: 0"
2021-09-15,"Negative: 0, Neutral: 144, Positive: 0"
2021-09-14,"Negative: 1, Neutral: 144, Positive: 0"
2021-09-13,"Negative: 0, Neutral: 124, Positive: 0"
2021-09-12,"Negative: 0, Neutral: 52, Positive: 0"
2021-09-11,"Negative: 1, Neutral: 53, Positive: 1"
2021-09-10,"Negative: 0, Neutral: 137, Positive: 0"
2021-09-09,"Negative: 0, Neutral: 135, Positive: 0"
2021-09-08,"Negative: 0, Neutral: 163, Positive: 0"
2021-09-07,"Negative: 0, Neutral: 225, Positive: 1"
2021-09-06,"Negative: 0, Neutral: 104, Positive: 0"
2021-09-05,"Negative: 0, Neutral: 77, Positive: 0"
2021-09-04,"Negative: 0, Neutral: 74, Positive: 0"
2021-09-03,"Negative: 0, Neutral: 139, Positive: 1"
2021-09-02,"Negative: 0, Neutral: 141, Positive: 1"
2021-09-01,"Negative: 0, Neutral: 128, Positive: 0"
2021-08-31,"Negative: 0, Neutral: 103, Positive: 1"
2021-08-30,"Negative: 0, Neutral: 95, Positive: 1"
2021-08-29,"Negative: 0, Neutral: 44, Positive: 0"
2021-08-28,"Negative: 0, Neutral: 87, Positive: 2"
2021-08-27,"Negative: 0, Neutral: 93, Positive: 1"
2021-08-26,"Negative: 0, Neutral: 109, Positive: 1"
2021-08-25,"Negative: 0, Neutral: 150, Positive: 0"
2021-08-24,"Negative: 0, Neutral: 153, Positive: 0"
2021-08-23,"Negative: 0, Neutral: 138, Positive: 3"
2021-08-22,"Negative: 0, Neutral: 43, Positive: 1"
2021-08-21,"Negative: 0, Neutral: 45, Positive: 0"
2021-08-20,"Negative: 0, Neutral: 128, Positive: 0"
2021-08-19,"Negative: 0, Neutral: 123, Positive: 0"
2021-08-18,"Negative: 0, Neutral: 127, Positive: 0"
2021-08-17,"Negative: 0, Neutral: 130, Positive: 0"
2021-08-16,"Negative: 0, Neutral: 113, Positive: 0"
2021-08-15,"Negative: 0, Neutral: 74, Positive: 0"
2021-08-14,"Negative: 0, Neutral: 79, Positive: 0"
2021-08-13,"Negative: 0, Neutral: 135, Positive: 0"
2021-08-12,"Negative: 0, Neutral: 129, Positive: 0"
2021-08-11,"Negative: 0, Neutral: 152, Positive: 1"
2021-08-10,"Negative: 0, Neutral: 162, Positive: 1"
2021-08-09,"Negative: 0, Neutral: 175, Positive: 1"
2021-08-08,"Negative: 0, Neutral: 63, Positive: 1"
2021-08-07,"Negative: 0, Neutral: 74, Positive: 0"
2021-08-06,"Negative: 0, Neutral: 173, Positive: 0"
2021-08-05,"Negative: 1, Neutral: 166, Positive: 1"
2021-08-04,"Negative: 0, Neutral: 156, Positive: 0"
2021-08-03,"Negative: 0, Neutral: 157, Positive: 1"
2021-08-02,"Negative: 0, Neutral: 141, Positive: 0"
2021-08-01,"Negative: 0, Neutral: 97, Positive: 0"
2021-07-31,"Negative: 0, Neutral: 69, Positive: 0"
2021-07-30,"Negative: 0, Neutral: 153, Positive: 0"
2021-07-29,"Negative: 0, Neutral: 167, Positive: 1"
2021-07-28,"Negative: 0, Neutral: 214, Positive: 1"
2021-07-27,"Negative: 0, Neutral: 136, Positive: 0"
2021-07-26,"Negative: 0, Neutral: 165, Positive: 1"
2021-07-25,"Negative: 0, Neutral: 61, Positive: 0"
2021-07-24,"Negative: 0, Neutral: 63, Positive: 0"
2021-07-23,"Negative: 0, Neutral: 109, Positive: 1"
2021-07-22,"Negative: 0, Neutral: 125, Positive: 1"
2021-07-21,"Negative: 0, Neutral: 178, Positive: 1"
2021-07-20,"Negative: 0, Neutral: 130, Positive: 1"
2021-07-19,"Negative: 0, Neutral: 104, Positive: 1"
2021-07-18,"Negative: 0, Neutral: 57, Positive: 0"
2021-07-17,"Negative: 0, Neutral: 68, Positive: 0"
2021-07-16,"Negative: 0, Neutral: 113, Positive: 0"
2021-07-15,"Negative: 0, Neutral: 106, Positive: 0"
2021-07-14,"Negative: 0, Neutral: 120, Positive: 0"
2021-07-13,"Negative: 0, Neutral: 137, Positive: 0"
2021-07-12,"Negative: 0, Neutral: 97, Positive: 0"
2021-07-11,"Negative: 0, Neutral: 49, Positive: 0"
2021-07-10,"Negative: 0, Neutral: 51, Positive: 0"
2021-07-09,"Negative: 0, Neutral: 96, Positive: 0"
2021-07-08,"Negative: 0, Neutral: 115, Positive: 1"
2021-07-07,"Negative: 0, Neutral: 128, Positive: 0"
2021-07-06,"Negative: 0, Neutral: 102, Positive: 0"
2021-07-05,"Negative: 0, Neutral: 58, Positive: 0"
2021-07-04,"Negative: 0, Neutral: 61, Positive: 0"
2021-07-03,"Negative: 0, Neutral: 56, Positive: 0"
2021-07-02,"Negative: 0, Neutral: 103, Positive: 0"
2021-07-01,"Negative: 0, Neutral: 118, Positive: 0"
2021-06-30,"Negative: 1, Neutral: 153, Positive: 0"
2021-06-29,"Negative: 0, Neutral: 133, Positive: 1"
2021-06-28,"Negative: 0, Neutral: 124, Positive: 0"
2021-06-27,"Negative: 1, Neutral: 68, Positive: 1"
2021-06-26,"Negative: 0, Neutral: 87, Positive: 0"
2021-06-25,"Negative: 0, Neutral: 196, Positive: 0"
2021-06-24,"Negative: 0, Neutral: 150, Positive: 0"
2021-06-23,"Negative: 0, Neutral: 135, Positive: 0"
2021-06-22,"Negative: 0, Neutral: 176, Positive: 0"
2021-06-21,"Negative: 1, Neutral: 155, Positive: 0"
2021-06-20,"Negative: 0, Neutral: 83, Positive: 0"
2021-06-19,"Negative: 0, Neutral: 105, Positive: 0"
2021-06-18,"Negative: 0, Neutral: 130, Positive: 0"
2021-06-17,"Negative: 0, Neutral: 131, Positive: 1"
2021-06-16,"Negative: 0, Neutral: 136, Positive: 0"
2021-06-15,"Negative: 0, Neutral: 159, Positive: 1"
2021-06-14,"Negative: 1, Neutral: 147, Positive: 0"
2021-06-13,"Negative: 0, Neutral: 87, Positive: 0"
2021-06-12,"Negative: 0, Neutral: 88, Positive: 2"
2021-06-11,"Negative: 0, Neutral: 183, Positive: 0"
2021-06-10,"Negative: 0, Neutral: 218, Positive: 1"
2021-06-09,"Negative: 0, Neutral: 299, Positive: 1"
2021-06-08,"Negative: 0, Neutral: 180, Positive: 0"
2021-06-07,"Negative: 0, Neutral: 188, Positive: 0"
2021-06-06,"Negative: 0, Neutral: 114, Positive: 0"
2021-06-05,"Negative: 0, Neutral: 151, Positive: 0"
2021-06-04,"Negative: 0, Neutral: 156, Positive: 0"
2021-06-03,"Negative: 0, Neutral: 123, Positive: 0"
2021-06-02,"Negative: 0, Neutral: 127, Positive: 0"
2021-06-01,"Negative: 0, Neutral: 106, Positive: 0"
2021-05-31,"Negative: 0, Neutral: 108, Positive: 0"
2021-05-30,"Negative: 1, Neutral: 65, Positive: 1"
2021-05-29,"Negative: 0, Neutral: 75, Positive: 1"
2021-05-28,"Negative: 0, Neutral: 140, Positive: 1"
2021-05-27,"Negative: 0, Neutral: 162, Positive: 0"
2021-05-26,"Negative: 0, Neutral: 172, Positive: 0"
2021-05-25,"Negative: 0, Neutral: 137, Positive: 1"
2021-05-24,"Negative: 0, Neutral: 167, Positive: 0"
2021-05-23,"Negative: 0, Neutral: 86, Positive: 0"
2021-05-22,"Negative: 0, Neutral: 114, Positive: 2"
2021-05-21,"Negative: 0, Neutral: 210, Positive: 0"
2021-05-20,"Negative: 0, Neutral: 212, Positive: 0"
2021-05-19,"Negative: 0, Neutral: 260, Positive: 2"
2021-05-18,"Negative: 0, Neutral: 159, Positive: 0"
2021-05-17,"Negative: 0, Neutral: 188, Positive: 0"
2021-05-16,"Negative: 0, Neutral: 82, Positive: 0"
2021-05-15,"Negative: 0, Neutral: 58, Positive: 1"
2021-05-14,"Negative: 0, Neutral: 132, Positive: 1"
2021-05-13,"Negative: 1, Neutral: 236, Positive: 1"
2021-05-12,"Negative: 0, Neutral: 158, Positive: 0"
2021-05-11,"Negative: 0, Neutral: 104, Positive: 0"
2021-05-10,"Negative: 0, Neutral: 122, Positive: 0"
2021-05-09,"Negative: 0, Neutral: 60, Positive: 1"
2021-05-08,"Negative: 0, Neutral: 52, Positive: 0"
2021-05-07,"Negative: 0, Neutral: 127, Positive: 0"
2021-05-06,"Negative: 0, Neutral: 162, Positive: 1"
2021-05-05,"Negative: 0, Neutral: 132, Positive: 0"
2021-05-04,"Negative: 0, Neutral: 155, Positive: 1"
2021-05-03,"Negative: 0, Neutral: 139, Positive: 0"
2021-05-02,"Negative: 0, Neutral: 63, Positive: 0"
2021-05-01,"Negative: 0, Neutral: 89, Positive: 0"
2021-04-30,"Negative: 0, Neutral: 124, Positive: 1"
2021-04-29,"Negative: 0, Neutral: 154, Positive: 0"
2021-04-28,"Negative: 1, Neutral: 125, Positive: 0"
2021-04-27,"Negative: 0, Neutral: 164, Positive: 0"
2021-04-26,"Negative: 0, Neutral: 187, Positive: 0"
2021-04-25,"Negative: 0, Neutral: 75, Positive: 1"
2021-04-24,"Negative: 0, Neutral: 80, Positive: 0"
2021-04-23,"Negative: 0, Neutral: 199, Positive: 2"
2021-04-22,"Negative: 1, Neutral: 168, Positive: 0"
2021-04-21,"Negative: 0, Neutral: 150, Positive: 0"
2021-04-20,"Negative: 0, Neutral: 202, Positive: 0"
2021-04-19,"Negative: 1, Neutral: 170, Positive: 0"
2021-04-18,"Negative: 0, Neutral: 107, Positive: 0"
2021-04-17,"Negative: 0, Neutral: 70, Positive: 0"
2021-04-16,"Negative: 0, Neutral: 145, Positive: 0"
2021-04-15,"Negative: 0, Neutral: 173, Positive: 0"
2021-04-14,"Negative: 1, Neutral: 279, Positive: 1"
2021-04-13,"Negative: 0, Neutral: 236, Positive: 1"
2021-04-12,"Negative: 0, Neutral: 169, Positive: 2"
2021-04-11,"Negative: 0, Neutral: 82, Positive: 0"
2021-04-10,"Negative: 0, Neutral: 110, Positive: 0"
2021-04-09,"Negative: 0, Neutral: 163, Positive: 1"
2021-04-08,"Negative: 0, Neutral: 165, Positive: 0"
2021-04-07,"Negative: 0, Neutral: 147, Positive: 0"
2021-04-06,"Negative: 0, Neutral: 149, Positive: 0"
2021-04-05,"Negative: 0, Neutral: 160, Positive: 0"
2021-04-04,"Negative: 0, Neutral: 74, Positive: 1"
2021-04-03,"Negative: 1, Neutral: 99, Positive: 0"
2021-04-02,"Negative: 0, Neutral: 154, Positive: 0"
2021-04-01,"Negative: 0, Neutral: 158, Positive: 2"
2021-03-31,"Negative: 0, Neutral: 207, Positive: 1"
2021-03-30,"Negative: 0, Neutral: 175, Positive: 1"
2021-03-29,"Negative: 0, Neutral: 166, Positive: 0"
2021-03-28,"Negative: 0, Neutral: 75, Positive: 0"
2021-03-27,"Negative: 0, Neutral: 80, Positive: 1"
2021-03-26,"Negative: 0, Neutral: 173, Positive: 0"
2021-03-25,"Negative: 0, Neutral: 186, Positive: 1"
2021-03-24,"Negative: 0, Neutral: 190, Positive: 0"
2021-03-23,"Negative: 0, Neutral: 165, Positive: 0"
2021-03-22,"Negative: 0, Neutral: 143, Positive: 0"
2021-03-21,"Negative: 1, Neutral: 73, Positive: 0"
2021-03-20,"Negative: 0, Neutral: 83, Positive: 0"
2021-03-19,"Negative: 0, Neutral: 149, Positive: 0"
2021-03-18,"Negative: 0, Neutral: 140, Positive: 2"
2021-03-17,"Negative: 0, Neutral: 163, Positive: 0"
2021-03-16,"Negative: 0, Neutral: 123, Positive: 2"
2021-03-15,"Negative: 0, Neutral: 158, Positive: 0"
2021-03-14,"Negative: 0, Neutral: 96, Positive: 0"
2021-03-13,"Negative: 0, Neutral: 173, Positive: 0"
2021-03-12,"Negative: 0, Neutral: 167, Positive: 1"
2021-03-11,"Negative: 0, Neutral: 163, Positive: 1"
2021-03-10,"Negative: 0, Neutral: 180, Positive: 0"
2021-03-09,"Negative: 1, Neutral: 190, Positive: 0"
2021-03-08,"Negative: 0, Neutral: 151, Positive: 0"
2021-03-07,"Negative: 0, Neutral: 94, Positive: 0"
2021-03-06,"Negative: 0, Neutral: 102, Positive: 0"
2021-03-05,"Negative: 0, Neutral: 147, Positive: 0"
2021-03-04,"Negative: 0, Neutral: 153, Positive: 0"
2021-03-03,"Negative: 1, Neutral: 137, Positive: 0"
2021-03-02,"Negative: 0, Neutral: 156, Positive: 2"
2021-03-01,"Negative: 0, Neutral: 181, Positive: 0"
2021-02-28,"Negative: 0, Neutral: 79, Positive: 1"
2021-02-27,"Negative: 0, Neutral: 96, Positive: 0"
2021-02-26,"Negative: 0, Neutral: 186, Positive: 0"
2021-02-25,"Negative: 0, Neutral: 201, Positive: 0"
2021-02-24,"Negative: 0, Neutral: 191, Positive: 0"
2021-02-23,"Negative: 1, Neutral: 222, Positive: 0"
2021-02-22,"Negative: 0, Neutral: 170, Positive: 1"
2021-02-21,"Negative: 0, Neutral: 171, Positive: 0"
2021-02-20,"Negative: 0, Neutral: 173, Positive: 1"
2021-02-19,"Negative: 0, Neutral: 260, Positive: 0"
2021-02-18,"Negative: 0, Neutral: 154, Positive: 0"
2021-02-17,"Negative: 0, Neutral: 259, Positive: 1"
2021-02-16,"Negative: 0, Neutral: 235, Positive: 0"
2021-02-15,"Negative: 0, Neutral: 146, Positive: 1"
2021-02-14,"Negative: 0, Neutral: 136, Positive: 0"
2021-02-13,"Negative: 0, Neutral: 129, Positive: 0"
2021-02-12,"Negative: 0, Neutral: 227, Positive: 0"
2021-02-11,"Negative: 0, Neutral: 209, Positive: 1"
2021-02-10,"Negative: 0, Neutral: 227, Positive: 0"
2021-02-09,"Negative: 0, Neutral: 279, Positive: 2"
2021-02-08,"Negative: 0, Neutral: 329, Positive: 0"
2021-02-07,"Negative: 0, Neutral: 100, Positive: 0"
2021-02-06,"Negative: 0, Neutral: 118, Positive: 0"
2021-02-05,"Negative: 0, Neutral: 143, Positive: 0"
2021-02-04,"Negative: 0, Neutral: 212, Positive: 0"
2021-02-03,"Negative: 1, Neutral: 171, Positive: 0"
2021-02-02,"Negative: 0, Neutral: 137, Positive: 0"
2021-02-01,"Negative: 1, Neutral: 134, Positive: 0"
2021-01-31,"Negative: 0, Neutral: 92, Positive: 0"
2021-01-30,"Negative: 0, Neutral: 106, Positive: 1"
2021-01-29,"Negative: 0, Neutral: 241, Positive: 1"
2021-01-28,"Negative: 0, Neutral: 154, Positive: 0"
2021-01-27,"Negative: 0, Neutral: 156, Positive: 0"
2021-01-26,"Negative: 0, Neutral: 156, Positive: 0"
2021-01-25,"Negative: 0, Neutral: 131, Positive: 0"
2021-01-24,"Negative: 0, Neutral: 78, Positive: 1"
2021-01-23,"Negative: 0, Neutral: 84, Positive: 0"
2021-01-22,"Negative: 4, Neutral: 133, Positive: 0"
2021-01-21,"Negative: 1, Neutral: 163, Positive: 0"
2021-01-20,"Negative: 0, Neutral: 114, Positive: 0"
2021-01-19,"Negative: 0, Neutral: 135, Positive: 0"
2021-01-18,"Negative: 0, Neutral: 122, Positive: 2"
2021-01-17,"Negative: 1, Neutral: 67, Positive: 0"
2021-01-16,"Negative: 0, Neutral: 90, Positive: 0"
2021-01-15,"Negative: 0, Neutral: 139, Positive: 0"
2021-01-14,"Negative: 1, Neutral: 182, Positive: 1"
2021-01-13,"Negative: 0, Neutral: 152, Positive: 2"
2021-01-12,"Negative: 0, Neutral: 119, Positive: 1"
2021-01-11,"Negative: 2, Neutral: 137, Positive: 0"
2021-01-10,"Negative: 1, Neutral: 99, Positive: 0"
2021-01-09,"Negative: 0, Neutral: 122, Positive: 0"
2021-01-08,"Negative: 0, Neutral: 258, Positive: 1"
2021-01-07,"Negative: 1, Neutral: 304, Positive: 1"
2021-01-06,"Negative: 0, Neutral: 221, Positive: 0"
2021-01-05,"Negative: 0, Neutral: 180, Positive: 0"
2021-01-04,"Negative: 0, Neutral: 190, Positive: 1"
2021-01-03,"Negative: 0, Neutral: 182, Positive: 5"
2021-01-02,"Negative: 1, Neutral: 255, Positive: 0"
2021-01-01,"Negative: 0, Neutral: 116, Positive: 1"
2020-12-31,"Negative: 0, Neutral: 181, Positive: 0"
2020-12-30,"Negative: 0, Neutral: 162, Positive: 0"
2020-12-29,"Negative: 0, Neutral: 142, Positive: 0"
